"__export__.openerp_enterprise_trial_log_60387_673223c0","2018-10-25 17:34:12",":sale_management:account:account_accountant:project:timesheet_grid:stock:purchase:mrp:hr:"
"__export__.openerp_enterprise_trial_log_60390_8587751e","2018-10-25 17:34:27",":crm:sale_management:point_of_sale:sign:sale_subscription:"
"__export__.openerp_enterprise_trial_log_60393_30f847a7","2018-10-25 17:36:11",":sale_management:account:point_of_sale:account_accountant:stock:purchase:marketing_automation:survey:hr:web_studio:"
"__export__.openerp_enterprise_trial_log_60396_72743983","2018-10-25 17:36:28",":website:website_sale:website_livechat:"
"__export__.openerp_enterprise_trial_log_60398_c0688608","2018-10-25 17:36:45",":sale_management:account:account_accountant:stock:purchase:mrp:mrp_plm:web_studio:"
"__export__.openerp_enterprise_trial_log_60399_18802922","2018-10-25 17:37:23",":sale_management:account:account_accountant:stock:purchase:mrp:website:website_sale:mass_mailing:website_mass_mailing:"
"__export__.openerp_enterprise_trial_log_60403_2fe15334","2018-10-25 17:41:24",":crm:sale_management:account:point_of_sale:sign:sale_subscription:"
"__export__.openerp_enterprise_trial_log_60407_361e5904","2018-10-25 17:43:08",":crm:sale_management:account:account_accountant:project:timesheet_grid:stock:mrp:maintenance:quality_control:"
"__export__.openerp_enterprise_trial_log_60408_6a1f4398","2018-10-25 17:43:29",":sale_management:account:account_accountant:purchase:"
"__export__.openerp_enterprise_trial_log_60410_afcdf590","2018-10-25 17:44:14",":crm:sale_management:account:account_accountant:project:mass_mailing:marketing_automation:survey:hr_expense:web_studio:"
"__export__.openerp_enterprise_trial_log_60424_b547ca2b","2018-10-25 17:51:50",":crm:sale_management:account:account_accountant:timesheet_grid:stock:purchase:mrp:mrp_plm:quality_control:"
"__export__.openerp_enterprise_trial_log_60429_b814610c","2018-10-25 17:54:50",":crm:sale_management:account:account_accountant:project:timesheet_grid:stock:purchase:mrp:quality_control:"
"__export__.openerp_enterprise_trial_log_60430_08c49010","2018-10-25 17:55:44",":crm:sale_management:account:point_of_sale:account_accountant:helpdesk:stock:purchase:hr:hr_appraisal:"
"__export__.openerp_enterprise_trial_log_60431_06b8da22","2018-10-25 17:56:03",":point_of_sale:purchase:"
"__export__.openerp_enterprise_trial_log_60432_ee8338d9","2018-10-25 18:02:10",":crm:sale_management:account:sign:account_accountant:project:stock:purchase:mass_mailing:hr:"
"__export__.openerp_enterprise_trial_log_60434_4b42bbe5","2018-10-25 18:02:18",":sale_management:account:account_accountant:helpdesk:stock:purchase:mrp:mrp_plm:web_studio:"
"__export__.openerp_enterprise_trial_log_60437_392054e4","2018-10-25 18:04:53",":crm:sale_management:account:point_of_sale:sign:account_accountant:stock:purchase:hr_expense:"
"__export__.openerp_enterprise_trial_log_60439_601ba967","2018-10-25 18:06:04",":project:stock:purchase:mrp:mrp_plm:maintenance:quality_control:repair:hr_expense:web_studio:"
"__export__.openerp_enterprise_trial_log_60443_8bece4fc","2018-10-25 18:09:34",":crm:point_of_sale:stock:purchase:mrp:mrp_plm:repair:website:website_sale:web_studio:"
